track;album;artist
Giant Steps - Mono;Giant Steps;John Coltrane
Cousin Mary - Mono;Giant Steps;John Coltrane
Countdown - Mono;Giant Steps;John Coltrane
Spiral - Mono;Giant Steps;John Coltrane
Syeeda's Song Flute - Mono;Giant Steps;John Coltrane
Naima - Mono;Giant Steps;John Coltrane
Mr. P.C. - Mono;Giant Steps;John Coltrane
Crucify - 2015 Remaster;Little Earthquakes;Tori Amos
Girl - 2015 Remaster;Little Earthquakes;Tori Amos
Silent All These Years - 2015 Remaster;Little Earthquakes;Tori Amos
Precious Things - 2015 Remaster;Little Earthquakes;Tori Amos
Winter - 2015 Remaster;Little Earthquakes;Tori Amos
Happy Phantom - 2015 Remaster;Little Earthquakes;Tori Amos
China - 2015 Remaster;Little Earthquakes;Tori Amos
Leather - 2015 Remaster;Little Earthquakes;Tori Amos
Mother - 2015 Remaster;Little Earthquakes;Tori Amos
Tear in Your Hand - 2015 Remaster;Little Earthquakes;Tori Amos
Me and a Gun - 2015 Remaster;Little Earthquakes;Tori Amos
Little Earthquakes - 2015 Remaster;Little Earthquakes;Tori Amos
Upside Down - 2015 Remaster;Little Earthquakes;Tori Amos
Thoughts - 2015 Remaster;Little Earthquakes;Tori Amos
Ode to the Banana King (Pt. One) - 2015 Remaster;Little Earthquakes;Tori Amos
Song for Eric - 2015 Remaster;Little Earthquakes;Tori Amos
The Pool - 2015 Remaster;Little Earthquakes;Tori Amos
Take to the Sky - 2015 Remaster;Little Earthquakes;Tori Amos
Sweet Dreams - 2015 Remaster;Little Earthquakes;Tori Amos
Mary - 2015 Remaster;Little Earthquakes;Tori Amos
Sugar - 2015 Remaster;Little Earthquakes;Tori Amos
Flying Dutchman - 2015 Remaster;Little Earthquakes;Tori Amos
Humpty Dumpty - 2015 Remaster;Little Earthquakes;Tori Amos
Smells Like Teen Spirit - 2015 Remaster;Little Earthquakes;Tori Amos
"Little Earthquakes - Live; 2015 Remaster";Little Earthquakes;Tori Amos
"Crucify - Live; 2015 Remaster";Little Earthquakes;Tori Amos
"Precious Things - Live; 2015 Remaster";Little Earthquakes;Tori Amos
"Mother - Live; 2015 Remaster";Little Earthquakes;Tori Amos
"Happy Phantom - Live; 2015 Remaster";Little Earthquakes;Tori Amos
Here, in My Head - 2015 Remaster;Little Earthquakes;Tori Amos
Sweet Leaf - 2014 Remaster;Master of Reality;Black Sabbath
After Forever - 2014 Remaster;Master of Reality;Black Sabbath
Embryo - 2014 Remaster;Master of Reality;Black Sabbath
Children of the Grave - 2014 Remaster;Master of Reality;Black Sabbath
Orchid - 2014 Remaster;Master of Reality;Black Sabbath
Lord of This World - 2014 Remaster;Master of Reality;Black Sabbath
Solitude - 2014 Remaster;Master of Reality;Black Sabbath
Into the Void - 2014 Remaster;Master of Reality;Black Sabbath
Enter Sandman (Remastered);Metallica;Metallica
Sad But True (Remastered);Metallica;Metallica
Holier Than Thou (Remastered);Metallica;Metallica
The Unforgiven (Remastered);Metallica;Metallica
Wherever I May Roam (Remastered);Metallica;Metallica
Don't Tread on Me (Remastered);Metallica;Metallica
Through the Never (Remastered);Metallica;Metallica
Nothing Else Matters (Remastered);Metallica;Metallica
Of Wolf and Man (Remastered);Metallica;Metallica
The God That Failed (Remastered);Metallica;Metallica
My Friend of Misery (Remastered);Metallica;Metallica
The Struggle Within (Remastered);Metallica;Metallica
One More Time;Discovery;Daft Punk
Aerodynamic;Discovery;Daft Punk
Digital Love;Discovery;Daft Punk
Harder, Better, Faster, Stronger;Discovery;Daft Punk
Crescendolls;Discovery;Daft Punk
Nightvision;Discovery;Daft Punk
Superheroes;Discovery;Daft Punk
High Life;Discovery;Daft Punk
Something About Us;Discovery;Daft Punk
Voyager;Discovery;Daft Punk
Veridis Quo;Discovery;Daft Punk
Short Circuit;Discovery;Daft Punk
Face to Face;Discovery;Daft Punk
Too Long;Discovery;Daft Punk
Time of the Preacher;Red Headed Stranger;Willie Nelson
I Couldn't Believe It Was True;Red Headed Stranger;Willie Nelson
Time of the Preacher Theme;Red Headed Stranger;Willie Nelson
Medley: Blue Rock Montana / Red Headed Stranger;Red Headed Stranger;Willie Nelson
Blue Eyes Crying In the Rain;Red Headed Stranger;Willie Nelson
Red Headed Stranger;Red Headed Stranger;Willie Nelson
Time of the Preacher Theme;Red Headed Stranger;Willie Nelson
Just as I Am;Red Headed Stranger;Willie Nelson
Denver;Red Headed Stranger;Willie Nelson
O'er the Waves;Red Headed Stranger;Willie Nelson
Down Yonder;Red Headed Stranger;Willie Nelson
Can I Sleep in Your Arms;Red Headed Stranger;Willie Nelson
Remember Me (When the Candle Lights Are Gleaming);Red Headed Stranger;Willie Nelson
Hands on the Wheel;Red Headed Stranger;Willie Nelson
Bandera;Red Headed Stranger;Willie Nelson
Europe Endless - 2009 Remaster;Trans-Europe Express;Kraftwerk
The Hall of Mirrors - 2009 Remaster;Trans-Europe Express;Kraftwerk
Showroom Dummies - 2009 Remaster;Trans-Europe Express;Kraftwerk
Trans-Europe Express - 2009 Remaster;Trans-Europe Express;Kraftwerk
Metal on Metal - 2009 Remaster;Trans-Europe Express;Kraftwerk
Abzug - 2009 Remaster;Trans-Europe Express;Kraftwerk
Franz Schubert - 2009 Remaster;Trans-Europe Express;Kraftwerk
Endless Endless - 2009 Remaster;Trans-Europe Express;Kraftwerk
Poetry;Criminal Minded;Boogie Down Productions
South Bronx;Criminal Minded;Boogie Down Productions
9mm Goes Bang;Criminal Minded;Boogie Down Productions
Word from Our Sponsor;Criminal Minded;Boogie Down Productions
Elementary;Criminal Minded;Boogie Down Productions
Dope Beat;Criminal Minded;Boogie Down Productions
The P Is Free (Remix);Criminal Minded;Boogie Down Productions
The Bridge Is Over;Criminal Minded;Boogie Down Productions
Super Hoe;Criminal Minded;Boogie Down Productions
Criminal Minded;Criminal Minded;Boogie Down Productions
Advance (Vocal Version);Criminal Minded;Boogie Down Productions
$Ucce$$ I$ the Word (Success Version);Criminal Minded;Boogie Down Productions
Say No Brother (Crack Attack Don't Do It) [Vocal Truth Mix];Criminal Minded;Boogie Down Productions
Operating Room Interview (A);Criminal Minded;Boogie Down Productions
The Bridge Is Over (Red Alert Version);Criminal Minded;Boogie Down Productions
Operating Room Interview (B);Criminal Minded;Boogie Down Productions
The P Is Free;Criminal Minded;Boogie Down Productions
Elementary (Dub) [Acetate Version];Criminal Minded;Boogie Down Productions
Scott La Rock (Megamix);Criminal Minded;Boogie Down Productions
Stop the Violence (Massive Extended Version);Criminal Minded;Boogie Down Productions
Essays on Bdp-Ism;Criminal Minded;Boogie Down Productions
The Bridge Is Over (Bladerunners Mix);Criminal Minded;Boogie Down Productions
Advance (Instrumental Version);Criminal Minded;Boogie Down Productions
Say No Brother (Crack Attack Don't Do It) [Instrumental Reality Mix];Criminal Minded;Boogie Down Productions
Stop the Violence (Massive Instrumental Version);Criminal Minded;Boogie Down Productions
Stop the Violence (Massive Acapella Version);Criminal Minded;Boogie Down Productions
Soul Twist / Introduction - Live at the Harlem Square Club, Miami, FL - January 1963;Live at the Harlem Square Club, 1963;Sam Cooke
Feel It (Don't Fight It) - Live at the Harlem Square Club, Miami, FL - January 1963;Live at the Harlem Square Club, 1963;Sam Cooke
Chain Gang - Live at the Harlem Square Club, Miami, FL - January 1963;Live at the Harlem Square Club, 1963;Sam Cooke
Cupid - Live at the Harlem Square Club, Miami, FL - January 1963;Live at the Harlem Square Club, 1963;Sam Cooke
Medley: It's All Right / For Sentimental Reasons - Live at the Harlem Square Club, Miami, FL - January 1963;Live at the Harlem Square Club, 1963;Sam Cooke
Twistin' The Night Away - Live at the Harlem Square Club, Miami, FL - January 1963;Live at the Harlem Square Club, 1963;Sam Cooke
Somebody Have Mercy - Live at the Harlem Square Club, Miami, FL - January 1963;Live at the Harlem Square Club, 1963;Sam Cooke
Bring It on Home to Me - Live at the Harlem Square Club, Miami, FL - January 1963;Live at the Harlem Square Club, 1963;Sam Cooke
Nothing Can Change This Love - Live at the Harlem Square Club, Miami, FL - January 1963;Live at the Harlem Square Club, 1963;Sam Cooke
Having a Party - Live at the Harlem Square Club, Miami, FL - January 1963;Live at the Harlem Square Club, 1963;Sam Cooke
Safe From Harm - 2012 Mix/Master;Blue Lines;Massive Attack
One Love - 2012 Mix/Master;Blue Lines;Massive Attack
Blue Lines - 2012 Mix/Master;Blue Lines;Massive Attack
Be Thankful For What You've Got - 2012 Mix/Master;Blue Lines;Massive Attack
Five Man Army - 2012 Mix/Master;Blue Lines;Massive Attack
Unfinished Sympathy - 2012 Mix/Master;Blue Lines;Massive Attack
Daydreaming - 2012 Mix/Master;Blue Lines;Massive Attack
Lately - 2012 Mix/Master;Blue Lines;Massive Attack
Hymn Of The Big Wheel - 2012 Mix/Master;Blue Lines;Massive Attack
Who Loves the Sun - 2015 Remaster;Loaded;The Velvet Underground
"Sweet Jane - Full Length Version; 2015 Remaster";Loaded;The Velvet Underground
"Rock & Roll - Full Length Version; 2015 Remaster";Loaded;The Velvet Underground
Cool It Down - 2015 Remaster;Loaded;The Velvet Underground
"New Age - Full Length Version; 2015 Remaster";Loaded;The Velvet Underground
Head Held High - 2015 Remaster;Loaded;The Velvet Underground
Lonesome Cowboy Bill - 2015 Remaster;Loaded;The Velvet Underground
I Found a Reason - 2015 Remaster;Loaded;The Velvet Underground
Train Round the Bend - 2015 Remaster;Loaded;The Velvet Underground
Oh! Sweet Nuthin' - 2015 Remaster;Loaded;The Velvet Underground
"I'm Sticking With You - Session Outtake; 2015 Remaster";Loaded;The Velvet Underground
"Ocean - Session Outtake; 2015 Remaster";Loaded;The Velvet Underground
"I Love You - Session Outtake; 2015 Remaster";Loaded;The Velvet Underground
"Ride into the Sun - Session Outtake; 2015 Remaster";Loaded;The Velvet Underground
"Who Loves the Sun - Mono; 2015 Remaster";Loaded;The Velvet Underground
"Sweet Jane - Mono; 2015 Remaster";Loaded;The Velvet Underground
"Rock & Roll - Mono; 2015 Remaster";Loaded;The Velvet Underground
"Cool It Down - Mono; 2015 Remaster";Loaded;The Velvet Underground
"New Age - Mono; 2015 Remaster";Loaded;The Velvet Underground
"Head Held High - Mono; 2015 Remaster";Loaded;The Velvet Underground
"Lonesome Cowboy Bill - Mono; 2015 Remaster";Loaded;The Velvet Underground
"I Found a Reason - Mono; 2015 Remaster";Loaded;The Velvet Underground
"Train Round the Bend - Mono; 2015 Remaster";Loaded;The Velvet Underground
"Oh! Sweet Nuthin' - Mono; 2015 Remaster";Loaded;The Velvet Underground
"Who Loves the Sun - Mono; 2015 Remaster Single";Loaded;The Velvet Underground
"Oh! Sweet Nuthin' - Mono; 2015 Remaster Single";Loaded;The Velvet Underground
Rock & Roll - Mono;Loaded;The Velvet Underground
"Lonesome Cowboy Bill - Mono; 2015 Remaster";Loaded;The Velvet Underground
"Rock & Roll - Demo Version; 2015 Remaster";Loaded;The Velvet Underground
"Sad Song - Demo Version; 2015 Remaster";Loaded;The Velvet Underground
"Satellite of Love - Demo Version; 2015 Remaster";Loaded;The Velvet Underground
"Walk and Talk - Demo Version; 2015 Remaster";Loaded;The Velvet Underground
"Oh Gin - Demo Version; 2015 Remaster";Loaded;The Velvet Underground
"Ocean - Demo Version; 2015 Remaster";Loaded;The Velvet Underground
"I Love You - Demo Version; 2015 Remaster";Loaded;The Velvet Underground
"Love Makes You Feel Ten Feet Tall - Demo Remix; 2015 Remaster";Loaded;The Velvet Underground
"I Found a Reason - Demo Version; 2015 Remaster";Loaded;The Velvet Underground
"Cool It Down - Early Version Remix; 2015 Remaster";Loaded;The Velvet Underground
"Sweet Jane - Early Version Remix; 2015 Remaster";Loaded;The Velvet Underground
"Lonesome Cowboy Bill - Early Version Remix; 2015 Remaster";Loaded;The Velvet Underground
"Head Held High - Early Version Remix; 2015 Remaster";Loaded;The Velvet Underground
"Oh! Sweet Nuthin' - Early Version Remix; 2015 Remaster";Loaded;The Velvet Underground
"Who Loves the Sun - Alternate Mix; 2015 Remaster";Loaded;The Velvet Underground
"Sweet Jane - Alternate Mix; 2015 Remaster";Loaded;The Velvet Underground
"Cool It Down - Alternate Mix; 2015 Remaster";Loaded;The Velvet Underground
"Lonesome Cowboy Bill - Alternate Mix; 2015 Remaster";Loaded;The Velvet Underground
"Train Round the Bend - Alternate Mix; 2015 Remaster";Loaded;The Velvet Underground
"Head Held High - Alternate Mix; 2015 Remaster";Loaded;The Velvet Underground
"Rock & Roll - Alternate Mix; 2015 Remaster";Loaded;The Velvet Underground
"I'm Waiting for the Man - Live at Max's Kansas City; 2015 Remaster";Loaded;The Velvet Underground
Care Of Cell 44;Odessey and Oracle;The Zombies
A Rose For Emily;Odessey and Oracle;The Zombies
Maybe After He's Gone - Mono Version;Odessey and Oracle;The Zombies
Beechwood Park - Mono Version;Odessey and Oracle;The Zombies
Brief Candles - Mono Version;Odessey and Oracle;The Zombies
Hung Up On A Dream - Mono Version;Odessey and Oracle;The Zombies
Changes;Odessey and Oracle;The Zombies
I Want Her She Wants Me;Odessey and Oracle;The Zombies
This Will Be Our Year;Odessey and Oracle;The Zombies
Butcher's Tale (Western Front 1914) - Mono Version;Odessey and Oracle;The Zombies
Friends of Mine - Mono Version;Odessey and Oracle;The Zombies
Time of the Season - Mono Version;Odessey and Oracle;The Zombies
Say You Will;808s & Heartbreak;Kanye West
Welcome To Heartbreak;808s & Heartbreak;Kanye West
Heartless;808s & Heartbreak;Kanye West
Amazing;808s & Heartbreak;Kanye West
Love Lockdown;808s & Heartbreak;Kanye West
Paranoid;808s & Heartbreak;Kanye West
RoboCop;808s & Heartbreak;Kanye West
Street Lights;808s & Heartbreak;Kanye West
Bad News;808s & Heartbreak;Kanye West
See You In My Nightmares;808s & Heartbreak;Kanye West
Coldest Winter;808s & Heartbreak;Kanye West
Pinocchio Story;808s & Heartbreak;Kanye West
Cherry-coloured Funk;Heaven or Las Vegas;Cocteau Twins
Pitch the Baby;Heaven or Las Vegas;Cocteau Twins
Iceblink Luck;Heaven or Las Vegas;Cocteau Twins
Fifty-fifty Clown;Heaven or Las Vegas;Cocteau Twins
Heaven or Las Vegas;Heaven or Las Vegas;Cocteau Twins
I Wear Your Ring;Heaven or Las Vegas;Cocteau Twins
Fotzepolitic;Heaven or Las Vegas;Cocteau Twins
Wolf in the Breast;Heaven or Las Vegas;Cocteau Twins
Road, River and Rail;Heaven or Las Vegas;Cocteau Twins
Frou-frou Foxes in Midsummer Fires;Heaven or Las Vegas;Cocteau Twins
The Boomin' System;Mama Said Knock You Out;LL Cool J
Around The Way Girl;Mama Said Knock You Out;LL Cool J
Eat Em Up L Chill;Mama Said Knock You Out;LL Cool J
Mr. Good Bar;Mama Said Knock You Out;LL Cool J
Murdergram;Mama Said Knock You Out;LL Cool J
Cheesy Rat Blues;Mama Said Knock You Out;LL Cool J
Farmers Blvd. (Our Anthem);Mama Said Knock You Out;LL Cool J
Mama Said Knock You Out;Mama Said Knock You Out;LL Cool J
Milky Cereal;Mama Said Knock You Out;LL Cool J
Jingling Baby (Remixed But Still Jingling) - Remix;Mama Said Knock You Out;LL Cool J
To Da Break Of Dawn;Mama Said Knock You Out;LL Cool J
6 Minutes Of Pleasure;Mama Said Knock You Out;LL Cool J
Illegal Search;Mama Said Knock You Out;LL Cool J
The Power Of God;Mama Said Knock You Out;LL Cool J
No Ordinary Love;Love Deluxe;Sade
Feel No Pain;Love Deluxe;Sade
I Couldn't Love You More;Love Deluxe;Sade
Like a Tattoo;Love Deluxe;Sade
Kiss of Life;Love Deluxe;Sade
Cherish the Day;Love Deluxe;Sade
Pearls;Love Deluxe;Sade
Bullet Proof Soul;Love Deluxe;Sade
Mermaid;Love Deluxe;Sade
American Idiot;American Idiot;Green Day
Jesus of Suburbia;American Idiot;Green Day
Holiday / Boulevard of Broken Dreams;American Idiot;Green Day
Are We the Waiting / St. Jimmy;American Idiot;Green Day
Give Me Novacaine / She's a Rebel;American Idiot;Green Day
Extraordinary Girl / Letterbomb;American Idiot;Green Day
Wake Me up When September Ends;American Idiot;Green Day
Homecoming;American Idiot;Green Day
Whatsername;American Idiot;Green Day
You Give Good Love;Whitney Houston;Whitney Houston
Thinking About You;Whitney Houston;Whitney Houston
Someone For Me;Whitney Houston;Whitney Houston
Saving All My Love for You;Whitney Houston;Whitney Houston
Nobody Loves Me Like You Do (with Jermaine Jackson);Whitney Houston;Whitney Houston
How Will I Know;Whitney Houston;Whitney Houston
All at Once;Whitney Houston;Whitney Houston
Take Good Care of My Heart (with Jermaine Jackson);Whitney Houston;Whitney Houston
Greatest Love of All;Whitney Houston;Whitney Houston
Hold Me (with Teddy Pendergrass);Whitney Houston;Whitney Houston
Orgasm Addict - 2001 Remastered Version;Singles Going Steady;Buzzcocks
What Do I Get? - 2001 Remastered Version;Singles Going Steady;Buzzcocks
I Don't Mind - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Love You More - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Ever Fallen In Love (With Someone You Shouldn't've);Singles Going Steady;Buzzcocks
Promises - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Everybody's Happy Nowadays - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Harmony In My Head - 2001 Remastered Version;Singles Going Steady;Buzzcocks
You Say You Don't Love Me - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Are Everything - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Strange Thing - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Running Free - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Whatever Happened To...? - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Oh Shit - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Autonomy - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Noise Annoys - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Just Lust - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Lipstick - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Why Can't I Touch It? - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Something's Gone Wrong Again - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Raison D'Etre - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Why She's A Girl From The Chainstore - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Airwaves Dream - 2001 Remastered Version;Singles Going Steady;Buzzcocks
What Do You Know - 2001 Remastered Version;Singles Going Steady;Buzzcocks
Honky Cat;Honky Château;Elton John
Mellow;Honky Château;Elton John
I Think I'm Going To Kill Myself;Honky Château;Elton John
Susie (Dramas);Honky Château;Elton John
Rocket Man (I Think It's Going To Be A Long, Long Time);Honky Château;Elton John
Salvation;Honky Château;Elton John
Slave;Honky Château;Elton John
Amy;Honky Château;Elton John
Mona Lisas And Mad Hatters;Honky Château;Elton John
Hercules;Honky Château;Elton John
"Slave - Alternate ""Fast"" Version";Honky Château;Elton John
Uncontrollable Urge;Q: Are We Not Men? A: We Are Devo!;Devo
(I Can't Get No) Satisfaction;Q: Are We Not Men? A: We Are Devo!;Devo
Praying Hands;Q: Are We Not Men? A: We Are Devo!;Devo
Space Junk;Q: Are We Not Men? A: We Are Devo!;Devo
Mongoloid;Q: Are We Not Men? A: We Are Devo!;Devo
Jocko Homo;Q: Are We Not Men? A: We Are Devo!;Devo
Too Much Paranoias;Q: Are We Not Men? A: We Are Devo!;Devo
